episode,scenario,steps,decisions,avg_reward,avg_queue,throughput
589,peak_hour,3617,106,-0.173,0.335,847
590,normal,3606,90,0.204,0.361,974
591,peak_hour,3605,96,0.029,0.425,911
592,normal,3653,100,-0.002,0.375,901
593,rainy_peak,3630,86,0.344,0.358,895
594,rainy_peak,3606,88,0.131,0.354,838
595,cloudy_normal,3603,91,0.313,0.368,947
596,rainy_normal,3637,86,0.258,0.36,887
597,normal,3650,113,-0.044,0.293,845
598,rainy_peak,3600,86,0.594,0.326,833
599,low_traffic,3604,111,-0.166,0.326,875
600,cloudy_normal,3617,99,-0.079,0.336,837
601,normal,3631,97,0.03,0.328,919
602,peak_hour,3619,110,-0.264,0.34,854
603,rainy_normal,3614,82,0.753,0.399,900
604,rainy_normal,3629,96,0.19,0.369,839
605,rainy_peak,3632,90,0.245,0.353,835
606,low_traffic,3604,109,-0.014,0.304,866
607,low_traffic,3636,111,-0.111,0.326,875
608,rainy_peak,3637,92,0.118,0.371,889
609,low_traffic,3648,114,-0.292,0.37,873
610,rainy_normal,3611,80,0.29,0.405,840
611,rainy_normal,3652,86,0.722,0.349,837
612,rainy_normal,3628,83,0.327,0.45,873
613,cloudy_normal,3618,103,-0.022,0.345,908
614,normal,3621,95,-0.034,0.371,900
615,peak_hour,3617,92,0.288,0.368,897
616,normal,3602,109,-0.324,0.34,840
617,cloudy_normal,3607,106,-0.041,0.341,902
618,rainy_normal,3602,79,0.458,0.412,826
619,rainy_normal,3640,89,0.424,0.391,842
620,rainy_peak,3655,76,0.722,0.356,828
621,normal,3641,108,-0.287,0.39,843
622,rainy_peak,3630,77,0.771,0.404,880
623,cloudy_normal,3606,116,-0.073,0.334,856
624,peak_hour,3630,119,-0.314,0.318,842
625,low_traffic,3637,113,-0.308,0.335,814
626,rainy_peak,3637,84,0.358,0.397,880
627,cloudy_normal,3619,118,-0.469,0.356,823
628,low_traffic,3619,102,-0.33,0.37,845
629,normal,3612,107,-0.197,0.362,916
630,rainy_normal,3601,89,0.067,0.367,845
631,normal,3619,99,0.058,0.328,912
632,rainy_normal,3633,87,0.027,0.422,851
633,peak_hour,3613,93,0.336,0.341,910
634,rainy_peak,3623,85,0.432,0.363,881
635,cloudy_normal,3652,121,-0.613,0.345,820
636,cloudy_normal,3654,113,-0.298,0.391,838
637,cloudy_normal,3609,108,-0.047,0.372,931
638,peak_hour,3607,108,-0.104,0.358,834
639,rainy_peak,3630,85,0.268,0.354,828
640,rainy_normal,3628,99,0.073,0.332,832
641,rainy_peak,3603,81,0.317,0.417,844
642,peak_hour,3643,103,0.025,0.342,872
643,rainy_normal,3618,87,0.314,0.369,870
644,cloudy_normal,3627,111,-0.037,0.358,904
645,cloudy_normal,3631,110,-0.265,0.333,909
646,cloudy_normal,3640,108,-0.255,0.351,788
647,rainy_normal,3628,87,0.331,0.405,869
648,peak_hour,3613,105,0.225,0.306,862
649,rainy_peak,3646,88,0.43,0.368,872
650,rainy_peak,3659,92,0.261,0.407,860
651,rainy_peak,3638,94,0.024,0.419,817
652,rainy_peak,3661,85,0.395,0.339,946
653,rainy_normal,3627,90,0.208,0.384,864
654,low_traffic,3612,121,-0.389,0.299,961
655,rainy_peak,3614,83,0.607,0.373,877
656,normal,3623,114,-0.312,0.369,851
657,peak_hour,3619,102,0.005,0.31,946
658,rainy_peak,3639,81,0.78,0.389,906
659,rainy_peak,3626,90,0.302,0.387,841
660,cloudy_normal,3606,113,-0.31,0.36,869
661,peak_hour,3626,98,0.357,0.344,1046
662,low_traffic,3631,103,-0.165,0.378,1020
663,normal,3646,104,-0.239,0.396,1038
664,cloudy_normal,3602,95,0.082,0.394,994
665,peak_hour,3619,106,-0.206,0.372,1030
666,rainy_peak,3653,96,-0.113,0.36,906
667,normal,3627,103,-0.105,0.309,916
668,rainy_peak,3608,75,0.71,0.381,979
669,peak_hour,3627,113,-0.007,0.367,903
670,cloudy_normal,3663,108,-0.13,0.321,926
671,normal,3610,106,-0.03,0.327,936
672,normal,3617,100,0.043,0.362,936
673,normal,3628,99,0.183,0.336,918
674,normal,3651,107,-0.311,0.334,959
675,normal,3611,104,-0.208,0.343,957
676,rainy_peak,3635,79,0.525,0.392,898
677,rainy_peak,3630,95,0.073,0.329,817
678,normal,3604,99,-0.022,0.386,943
679,rainy_peak,3614,74,0.82,0.347,898
680,peak_hour,3640,104,0.023,0.366,965
681,rainy_peak,3657,91,0.285,0.399,898
682,normal,3643,99,0.113,0.36,959
683,peak_hour,3632,109,-0.254,0.352,778
684,normal,3620,113,-0.334,0.314,1015
685,peak_hour,3646,103,-0.045,0.336,971
686,rainy_normal,3601,88,0.361,0.381,868
687,normal,3634,109,-0.173,0.344,937
688,low_traffic,3664,109,-0.186,0.343,945
689,rainy_peak,3607,73,0.743,0.404,874
690,rainy_peak,3600,100,0.077,0.353,877
691,low_traffic,3636,106,-0.189,0.343,950
692,rainy_peak,3637,82,0.555,0.384,857
693,rainy_peak,3636,82,0.577,0.359,907
694,peak_hour,3607,118,-0.242,0.317,884
695,peak_hour,3649,107,0.062,0.324,899
696,cloudy_normal,3610,122,-0.478,0.355,793
697,low_traffic,3603,100,0.129,0.326,960
698,cloudy_normal,3661,97,0.063,0.34,929
699,cloudy_normal,3610,101,0.109,0.352,903
700,normal,3606,108,-0.219,0.298,915
701,rainy_normal,3613,86,0.319,0.382,861
702,normal,3659,110,-0.323,0.336,968
703,rainy_normal,3626,83,0.545,0.402,877
704,low_traffic,3612,98,0.091,0.336,972
705,peak_hour,3651,109,0.057,0.334,981
706,low_traffic,3638,111,-0.022,0.31,915
707,cloudy_normal,3608,110,0.114,0.311,888
708,rainy_normal,3602,82,0.62,0.399,914
709,rainy_peak,3637,88,0.336,0.386,974
710,cloudy_normal,3610,112,-0.01,0.352,929
711,cloudy_normal,3651,112,0.091,0.319,895
712,rainy_peak,3601,87,0.299,0.342,863
713,low_traffic,3629,100,-0.287,0.387,983
714,low_traffic,3619,114,-0.413,0.345,775
715,peak_hour,3613,113,-0.071,0.349,826
716,cloudy_normal,3603,111,-0.382,0.344,807
717,normal,3671,120,-0.424,0.329,888
718,low_traffic,3610,106,-0.227,0.357,826
719,rainy_normal,3603,84,0.609,0.361,861
720,low_traffic,3620,111,-0.345,0.347,856
721,peak_hour,3634,106,-0.352,0.355,905
722,low_traffic,3605,101,0.011,0.328,884
723,cloudy_normal,3610,91,0.04,0.354,894
724,peak_hour,3611,106,-0.087,0.334,888
725,low_traffic,3634,110,-0.093,0.353,938
726,peak_hour,3623,107,-0.079,0.335,908
727,peak_hour,3603,101,0.048,0.342,835
728,peak_hour,3605,101,0.079,0.366,878
729,low_traffic,3614,109,-0.179,0.353,819
730,peak_hour,3613,99,0.217,0.346,910
731,low_traffic,3610,114,-0.27,0.323,807
732,normal,3656,112,-0.235,0.363,948
733,rainy_peak,3641,82,0.405,0.382,914
734,low_traffic,3610,111,-0.402,0.376,919
735,low_traffic,3645,105,-0.277,0.375,935
736,rainy_peak,3607,85,0.381,0.355,818
737,low_traffic,3654,111,-0.208,0.331,913
738,rainy_peak,3626,84,0.599,0.355,867
739,cloudy_normal,3622,112,-0.167,0.327,818
740,normal,3633,109,-0.266,0.346,813
741,rainy_normal,3653,89,0.227,0.353,851
742,rainy_peak,3636,80,0.492,0.334,804
743,peak_hour,3650,105,-0.123,0.329,797
744,rainy_peak,3642,86,0.447,0.35,799
745,cloudy_normal,3629,103,0.011,0.294,887
746,low_traffic,3655,94,0.047,0.375,1007
747,rainy_normal,3606,87,0.348,0.348,850
748,rainy_normal,3608,88,0.271,0.34,887
749,cloudy_normal,3632,104,-0.074,0.351,827
750,peak_hour,3609,109,-0.163,0.354,907
751,peak_hour,3637,107,-0.57,0.417,933
752,cloudy_normal,3630,98,0.134,0.344,930
753,normal,3634,103,0.013,0.329,1000
754,rainy_normal,3640,91,0.228,0.324,867
755,rainy_peak,3635,80,0.649,0.358,852
756,rainy_peak,3636,85,0.437,0.337,887
757,rainy_peak,3649,96,0.239,0.316,897
758,cloudy_normal,3620,101,-0.021,0.329,933
759,rainy_normal,3659,86,0.231,0.35,924
760,peak_hour,3613,105,-0.192,0.336,924
761,cloudy_normal,3624,108,0.187,0.35,798
762,rainy_normal,3632,83,0.191,0.38,868
763,rainy_normal,3627,84,0.313,0.386,904
764,normal,3603,105,-0.289,0.365,940
765,rainy_normal,3641,88,0.009,0.378,848
766,low_traffic,3606,99,-0.018,0.385,956
767,rainy_normal,3624,87,0.517,0.39,885
768,cloudy_normal,3645,113,0.018,0.323,975
769,normal,3600,109,-0.196,0.368,962
770,peak_hour,3641,108,-0.332,0.347,922
771,peak_hour,3630,104,-0.327,0.366,885
772,low_traffic,3631,112,-0.32,0.328,828
773,rainy_peak,3624,83,0.542,0.339,897
774,low_traffic,3630,98,-0.051,0.385,1032
775,cloudy_normal,3659,106,-0.115,0.328,956
776,normal,3640,110,-0.332,0.341,903
777,low_traffic,3628,109,-0.3,0.36,862
778,peak_hour,3620,100,-0.156,0.351,896
779,rainy_peak,3649,80,0.634,0.376,936
780,peak_hour,3617,105,-0.002,0.328,944
781,cloudy_normal,3638,105,-0.193,0.332,881
782,rainy_normal,3616,90,0.377,0.323,862
783,low_traffic,3656,105,-0.114,0.352,962
784,normal,3658,110,-0.085,0.344,901
785,cloudy_normal,3644,93,0.173,0.33,935
786,cloudy_normal,3602,108,-0.191,0.348,898
787,low_traffic,3600,110,-0.402,0.353,913
788,low_traffic,3658,110,-0.179,0.382,986
789,rainy_peak,3603,75,0.803,0.347,891
790,normal,3619,104,-0.091,0.438,978
791,normal,3621,92,0.094,0.347,1009
792,rainy_normal,3645,78,0.845,0.346,929
793,rainy_peak,3613,87,0.512,0.339,815
794,rainy_normal,3655,85,0.463,0.373,862
795,low_traffic,3631,112,-0.332,0.39,968
796,rainy_peak,3630,93,0.188,0.392,852
797,low_traffic,3630,104,-0.181,0.35,941
798,cloudy_normal,3615,114,-0.084,0.298,965
799,low_traffic,3646,108,-0.257,0.361,1001
800,cloudy_normal,3608,98,0.087,0.355,931
801,low_traffic,3620,121,-0.262,0.347,886
802,peak_hour,3644,109,-0.103,0.326,979
803,low_traffic,3638,112,-0.058,0.327,918
804,low_traffic,3626,103,0.081,0.35,989
805,cloudy_normal,3606,99,-0.094,0.327,974
806,low_traffic,3608,111,-0.282,0.344,985
807,rainy_normal,3611,77,0.579,0.358,896
808,rainy_normal,3642,81,0.569,0.352,925
809,peak_hour,3645,100,-0.09,0.332,982
810,rainy_normal,3640,90,0.347,0.343,845
811,rainy_normal,3636,81,0.438,0.337,852
812,peak_hour,3640,105,-0.289,0.336,906
813,cloudy_normal,3621,102,0.166,0.298,904
814,peak_hour,3652,115,-0.08,0.313,919
815,low_traffic,3629,107,-0.305,0.339,834
816,normal,3613,108,-0.273,0.348,870
817,rainy_peak,3644,82,0.697,0.365,848
818,rainy_peak,3624,82,0.441,0.388,784
819,cloudy_normal,3615,120,-0.136,0.329,835
820,low_traffic,3651,111,-0.225,0.325,934
821,cloudy_normal,3633,107,-0.036,0.309,881
822,rainy_normal,3614,79,0.379,0.355,846
823,cloudy_normal,3602,100,-0.101,0.405,888
824,normal,3659,95,0.022,0.365,930
825,cloudy_normal,3667,110,-0.082,0.342,872
826,cloudy_normal,3631,118,-0.174,0.322,816
827,peak_hour,3619,104,-0.472,0.387,903
828,rainy_normal,3609,85,0.477,0.331,832
829,rainy_peak,3631,92,0.343,0.336,762
830,normal,3627,114,-0.362,0.383,736
831,cloudy_normal,3600,99,0.251,0.345,867
832,normal,3612,107,-0.016,0.362,857
833,normal,3626,102,-0.038,0.388,893
834,rainy_normal,3620,82,0.366,0.357,828
835,peak_hour,3625,104,-0.29,0.392,798
836,cloudy_normal,3628,104,0.069,0.341,835
837,peak_hour,3638,102,-0.206,0.422,834
838,cloudy_normal,3626,107,-0.181,0.374,846
839,rainy_normal,3617,90,0.334,0.334,849
840,low_traffic,3618,92,-0.125,0.424,924
841,peak_hour,3647,95,-0.091,0.368,947
842,cloudy_normal,3646,97,0.048,0.341,919
843,low_traffic,3623,100,-0.008,0.35,929
844,rainy_normal,3603,80,0.501,0.407,855
845,low_traffic,3629,107,-0.506,0.433,828
846,normal,3625,92,0.252,0.402,986
847,rainy_peak,3612,83,0.597,0.379,864
848,cloudy_normal,3640,108,-0.218,0.339,773
849,peak_hour,3608,109,-0.046,0.336,879
850,rainy_peak,3641,82,0.371,0.366,904
851,rainy_peak,3652,87,0.214,0.365,853
852,low_traffic,3602,102,0.088,0.308,939
853,rainy_normal,3605,82,0.587,0.34,892
854,low_traffic,3615,101,-0.03,0.327,888
855,peak_hour,3605,91,-0.037,0.343,925
856,rainy_peak,3623,85,0.178,0.371,820
857,low_traffic,3619,110,-0.091,0.294,928
858,rainy_normal,3625,91,0.137,0.339,860
859,rainy_peak,3645,94,0.238,0.338,816
860,rainy_peak,3620,87,0.416,0.339,849
861,normal,3643,113,-0.439,0.342,892
862,cloudy_normal,3653,105,-0.097,0.342,835
863,low_traffic,3636,106,-0.269,0.416,905
864,normal,3660,100,0.057,0.336,949
865,peak_hour,3600,97,0.171,0.367,926
866,rainy_peak,3658,86,0.743,0.33,871
867,normal,3613,89,0.229,0.383,917
868,cloudy_normal,3634,97,0.345,0.338,835
869,normal,3647,103,-0.32,0.345,896
870,normal,3609,100,-0.1,0.323,926
871,rainy_peak,3610,76,0.813,0.355,874
872,rainy_peak,3624,76,0.648,0.356,847
873,peak_hour,3601,105,-0.319,0.381,905
874,rainy_normal,3603,83,0.25,0.4,840
875,rainy_normal,3655,83,0.479,0.327,903
876,rainy_normal,3641,91,0.244,0.353,923
877,normal,3611,103,-0.207,0.376,992
878,peak_hour,3604,101,-0.179,0.35,870
879,rainy_normal,3636,94,-0.044,0.362,738
880,cloudy_normal,3640,100,-0.225,0.351,868
881,rainy_normal,3628,85,0.435,0.323,844
882,peak_hour,3638,102,0.207,0.321,885
883,peak_hour,3654,111,-0.331,0.376,874
884,peak_hour,3606,100,-0.128,0.354,843
885,normal,3633,116,-0.359,0.31,832
886,low_traffic,3642,103,-0.236,0.34,933
887,rainy_peak,3604,95,-0.023,0.32,782
888,peak_hour,3603,98,-0.191,0.367,969
889,low_traffic,3642,104,-0.209,0.345,951
890,normal,3633,97,0.195,0.336,940
891,cloudy_normal,3608,110,-0.257,0.337,892
892,normal,3615,103,-0.081,0.323,942
893,cloudy_normal,3619,114,-0.29,0.31,804
894,peak_hour,3632,103,0.236,0.318,949
895,normal,3651,102,0.003,0.306,941
896,cloudy_normal,3613,106,-0.479,0.35,837
897,rainy_normal,3636,83,0.283,0.372,851
898,rainy_normal,3633,87,0.37,0.329,873
899,low_traffic,3612,92,0.028,0.323,967
900,normal,3604,110,-0.035,0.303,876
901,cloudy_normal,3619,101,0.048,0.327,837
902,rainy_normal,3602,82,0.647,0.338,897
903,cloudy_normal,3643,112,-0.079,0.305,899
904,normal,3625,101,-0.045,0.346,868
905,rainy_peak,3602,81,0.255,0.354,820
906,peak_hour,3655,102,0.071,0.306,955
907,peak_hour,3620,97,0.227,0.325,933
908,cloudy_normal,3625,98,0.15,0.335,846
909,low_traffic,3632,99,0.142,0.319,926
910,rainy_peak,3603,83,0.548,0.34,863
911,rainy_normal,3655,83,0.35,0.339,871
912,peak_hour,3604,102,-0.047,0.302,880
913,rainy_normal,3621,78,0.275,0.372,821
914,rainy_peak,3651,79,0.538,0.328,873
915,low_traffic,3643,107,-0.492,0.377,882
916,rainy_normal,3608,77,0.743,0.336,880
917,rainy_peak,3603,84,0.438,0.355,826
918,peak_hour,3608,102,0.113,0.357,887
919,peak_hour,3661,110,-0.129,0.338,982
920,rainy_normal,3602,87,0.227,0.362,866
921,normal,3610,92,0.141,0.334,1024
922,cloudy_normal,3618,111,-0.095,0.325,909
923,rainy_normal,3642,83,0.516,0.362,876
924,rainy_normal,3609,77,0.658,0.338,935
925,rainy_normal,3639,80,0.666,0.359,829
926,cloudy_normal,3661,109,-0.007,0.316,973
927,rainy_normal,3641,92,0.148,0.347,901
928,low_traffic,3611,107,-0.27,0.307,877
929,normal,3603,93,0.218,0.345,993
930,peak_hour,3668,107,-0.121,0.328,965
931,low_traffic,3641,93,0.182,0.33,1018
932,rainy_normal,3651,91,0.227,0.339,877
933,peak_hour,3623,112,-0.125,0.276,963
934,normal,3628,101,0.016,0.329,970
935,rainy_peak,3633,84,0.396,0.344,889
936,cloudy_normal,3627,100,0.067,0.343,904
937,normal,3650,104,0.004,0.312,966
938,rainy_peak,3612,97,-0.069,0.338,881
939,normal,3647,107,-0.173,0.315,963
940,rainy_normal,3616,94,0.256,0.354,942
941,low_traffic,3620,101,0.198,0.301,945
942,normal,3609,95,0.291,0.317,1012
943,rainy_peak,3627,84,0.807,0.325,931
944,peak_hour,3615,98,0.075,0.327,931
945,normal,3668,112,-0.208,0.332,866
946,rainy_peak,3610,78,0.582,0.386,926
947,rainy_normal,3614,85,0.331,0.326,905
948,low_traffic,3613,103,0.112,0.299,934
949,normal,3604,97,0.119,0.345,870
950,low_traffic,3629,105,-0.413,0.364,932
951,peak_hour,3601,98,0.211,0.315,970
952,peak_hour,3613,115,-0.242,0.285,887
953,low_traffic,3619,103,0.014,0.339,947
954,rainy_normal,3647,87,0.371,0.358,938
955,peak_hour,3626,106,-0.077,0.293,977
956,low_traffic,3612,105,0.083,0.316,957
957,rainy_normal,3657,89,0.008,0.376,884
958,cloudy_normal,3624,106,-0.002,0.294,957
 959,rainy_normal,3621,80,0.581,0.397,950
960,peak_hour,3647,118,-0.221,0.299,864
961,rainy_normal,3649,94,0.129,0.392,920
962,normal,3625,95,0.015,0.379,926
963,rainy_peak,3633,92,0.199,0.389,908
964,cloudy_normal,3635,98,0.144,0.3,1014
965,rainy_normal,3609,93,0.481,0.37,883
966,peak_hour,3625,93,0.205,0.315,997
967,low_traffic,3652,103,0.086,0.295,1050
968,normal,3641,112,-0.202,0.319,1006
969,rainy_peak,3608,86,0.304,0.356,925
970,rainy_normal,3654,89,0.286,0.342,865
971,cloudy_normal,3663,106,-0.078,0.358,956
972,cloudy_normal,3631,99,0.135,0.34,901
973,rainy_normal,3664,98,-0.186,0.378,887
974,rainy_normal,3649,90,0.044,0.407,883
975,normal,3640,95,0.074,0.335,977
976,normal,3603,106,-0.261,0.332,975
977,cloudy_normal,3604,114,-0.17,0.325,947
978,rainy_peak,3657,82,0.573,0.36,900
979,normal,3622,112,-0.02,0.326,920
980,rainy_normal,3611,78,0.674,0.382,960
981,rainy_peak,3640,81,0.305,0.407,945
982,peak_hour,3619,106,-0.12,0.325,922
983,rainy_normal,3618,83,0.623,0.376,931
984,rainy_normal,3602,88,0.339,0.381,946
985,normal,3602,102,-0.119,0.349,902
986,normal,3602,108,-0.129,0.33,933
987,normal,3623,105,-0.089,0.305,999
988,low_traffic,3622,111,-0.258,0.315,950
989,low_traffic,3618,112,-0.205,0.31,965
990,peak_hour,3618,106,-0.095,0.321,967
991,rainy_peak,3603,93,0.157,0.357,894
992,rainy_normal,3631,81,0.499,0.41,921
993,normal,3658,93,0.333,0.307,983
994,cloudy_normal,3629,104,-0.032,0.326,905
995,cloudy_normal,3617,114,-0.118,0.304,886
996,rainy_normal,3614,83,0.484,0.378,871
997,normal,3612,109,-0.161,0.331,974
998,cloudy_normal,3608,103,0.263,0.318,907
999,low_traffic,3614,117,-0.347,0.299,918
1000,normal,3621,106,-0.153,0.325,997
1001,low_traffic,3609,117,-0.354,0.323,966
1002,rainy_peak,3629,77,0.553,0.397,921
1003,normal,3600,101,-0.246,0.328,910
1004,cloudy_normal,3655,99,-0.115,0.37,967
1005,rainy_peak,3631,93,0.017,0.406,919
1006,cloudy_normal,3605,104,-0.107,0.356,975
1007,peak_hour,3648,102,0.021,0.34,982
1008,low_traffic,3637,108,-0.187,0.351,1006
1009,peak_hour,3615,95,0.068,0.365,1017
1010,normal,3623,114,-0.293,0.337,1012
1011,rainy_peak,3606,81,0.466,0.358,904
1012,normal,3619,101,-0.072,0.336,951
1013,rainy_peak,3612,85,0.545,0.391,862
1014,cloudy_normal,3611,103,-0.032,0.324,907
1015,cloudy_normal,3630,91,0.334,0.362,958
1016,rainy_normal,3618,81,0.557,0.397,935
1017,rainy_peak,3617,88,0.081,0.382,903
1018,peak_hour,3645,103,-0.234,0.368,975
1019,rainy_peak,3600,78,0.873,0.395,949
1020,rainy_peak,3658,87,0.197,0.373,936
1021,peak_hour,3638,98,0.053,0.351,1021
1022,normal,3609,114,-0.143,0.29,901
1023,cloudy_normal,3612,109,-0.004,0.317,888
1024,normal,3620,85,0.56,0.379,1091
1025,low_traffic,3608,108,-0.067,0.308,927
1026,cloudy_normal,3646,103,0.006,0.32,960
1027,rainy_peak,3610,78,0.638,0.385,905
1028,rainy_normal,3624,87,0.534,0.392,960
1029,cloudy_normal,3602,117,-0.116,0.307,911
1030,rainy_normal,3636,95,0.258,0.33,892
1031,peak_hour,3650,101,0.029,0.322,1033
1032,rainy_normal,3601,81,0.659,0.366,912
1033,normal,3623,104,-0.184,0.369,1061
1034,cloudy_normal,3629,109,-0.116,0.38,967
1035,low_traffic,3651,112,-0.128,0.325,967
1036,cloudy_normal,3606,105,-0.06,0.344,887
1037,low_traffic,3603,110,-0.177,0.349,980
1038,rainy_normal,3631,90,0.062,0.411,892
1039,rainy_peak,3621,80,0.659,0.391,900
1040,low_traffic,3614,100,-0.077,0.32,967
1041,low_traffic,3629,102,-0.115,0.335,1026
1042,rainy_normal,3607,79,0.741,0.355,846
1043,low_traffic,3601,103,-0.071,0.32,978
1044,cloudy_normal,3605,104,-0.084,0.327,922
1045,rainy_normal,3630,89,0.366,0.35,874
1046,peak_hour,3607,109,-0.083,0.302,933
1047,cloudy_normal,3600,99,0.168,0.32,949
1048,low_traffic,3645,109,-0.125,0.3,889
1049,normal,3656,106,-0.159,0.318,941
1050,cloudy_normal,3619,96,0.149,0.322,923
1051,low_traffic,3624,113,-0.033,0.299,964
1052,rainy_peak,3613,85,0.261,0.351,884
1053,normal,3601,106,-0.413,0.343,882
1054,rainy_normal,3625,89,0.041,0.362,883
1055,normal,3613,98,-0.055,0.309,945
1056,rainy_normal,3662,76,0.574,0.41,960
1057,cloudy_normal,3642,118,-0.106,0.296,848
1058,low_traffic,3602,112,-0.278,0.305,805
1059,rainy_normal,3659,88,0.592,0.334,914
1060,normal,3603,94,0.296,0.347,1012
1061,normal,3624,107,0.082,0.323,992
1062,cloudy_normal,3627,104,-0.099,0.343,913
1063,peak_hour,3662,112,-0.116,0.299,1008
1064,low_traffic,3648,105,-0.196,0.336,961
1065,rainy_peak,3633,80,0.719,0.351,905
1066,rainy_peak,3621,83,0.551,0.332,844
1067,low_traffic,3604,106,0.008,0.288,906
1068,rainy_peak,3608,78,0.514,0.379,904
1069,rainy_peak,3603,93,0.513,0.343,829
1070,normal,3622,112,-0.257,0.319,948
1071,rainy_normal,3602,91,0.549,0.332,885
1072,low_traffic,3624,106,-0.37,0.338,889
1073,low_traffic,3616,103,-0.212,0.329,916
1074,rainy_normal,3666,86,0.302,0.352,915
1075,normal,3626,89,0.037,0.33,957
1076,rainy_normal,3635,77,0.723,0.36,916
1077,cloudy_normal,3654,99,-0.061,0.397,966
1078,normal,3624,97,0.032,0.367,931
1079,low_traffic,3654,110,-0.172,0.335,918
1080,low_traffic,3658,106,-0.22,0.363,939
1081,peak_hour,3600,99,0.02,0.378,877
1082,normal,3606,109,0.179,0.307,946
1083,low_traffic,3627,100,0.199,0.322,966
1084,peak_hour,3634,118,-0.122,0.31,969
1085,low_traffic,3647,105,-0.273,0.328,962
1086,cloudy_normal,3602,110,0.078,0.304,917
1087,normal,3662,101,0.051,0.356,933
1088,rainy_peak,3630,80,0.719,0.346,971
1089,rainy_peak,3653,76,0.833,0.369,906
1090,cloudy_normal,3649,105,0.061,0.332,951
1091,rainy_normal,3658,80,0.499,0.385,895
1092,peak_hour,3655,107,-0.142,0.357,1046
1093,peak_hour,3605,94,0.078,0.364,1077
1094,rainy_peak,3604,77,0.82,0.365,893
1095,low_traffic,3655,115,-0.42,0.307,934
1096,low_traffic,3602,105,-0.345,0.351,1021
1097,rainy_peak,3606,91,0.244,0.352,916
1098,rainy_normal,3638,76,0.798,0.355,876
1099,low_traffic,3626,108,-0.125,0.342,947
1100,rainy_normal,3620,86,0.345,0.388,961
1101,rainy_normal,3622,92,0.291,0.381,968
1102,rainy_normal,3649,91,0.223,0.363,893
1103,rainy_normal,3602,80,0.32,0.443,854
1104,peak_hour,3645,93,0.183,0.328,1001
1105,rainy_peak,3604,82,0.443,0.359,843
1106,peak_hour,3615,109,-0.184,0.319,981
1107,rainy_peak,3619,79,0.609,0.388,936
1108,peak_hour,3625,96,0.366,0.339,984
1109,cloudy_normal,3631,97,0.083,0.339,884
1110,cloudy_normal,3638,96,0.362,0.334,1008
1111,cloudy_normal,3619,93,0.246,0.351,939
1112,rainy_peak,3628,97,0.078,0.374,891
1113,cloudy_normal,3624,102,0.097,0.347,970
1114,peak_hour,3635,102,0.161,0.324,1038
1115,rainy_peak,3660,86,0.515,0.377,877
1116,peak_hour,3608,100,0.239,0.367,1039
1117,normal,3650,95,0.218,0.348,1000
1118,normal,3634,99,0.215,0.362,1022
1119,low_traffic,3660,107,-0.061,0.317,881
1120,peak_hour,3607,109,-0.084,0.353,938
1121,rainy_normal,3615,86,0.334,0.332,852
1122,cloudy_normal,3606,109,0.195,0.344,923
1123,rainy_peak,3631,81,0.342,0.42,890
1124,rainy_peak,3667,90,0.401,0.421,924
1125,normal,3600,105,-0.332,0.34,959
1126,peak_hour,3601,103,0.109,0.33,997
1127,peak_hour,3613,105,-0.065,0.323,920
1128,normal,3629,106,0.082,0.327,937
1129,normal,3639,101,0.104,0.323,1009
1130,normal,3649,115,-0.127,0.305,919
1131,low_traffic,3635,104,0.011,0.326,937
1132,low_traffic,3602,108,-0.127,0.322,960
1133,rainy_normal,3644,82,0.538,0.411,861
1134,peak_hour,3601,92,-0.003,0.334,938
1135,peak_hour,3618,99,-0.033,0.337,935
1136,rainy_normal,3620,86,0.604,0.384,921
1137,rainy_normal,3653,79,0.534,0.389,869
1138,rainy_peak,3632,88,0.234,0.4,846
1139,rainy_normal,3615,82,0.379,0.427,819
1140,cloudy_normal,3610,123,-0.225,0.334,812
1141,rainy_normal,3610,79,0.403,0.416,855
1142,normal,3653,104,-0.1,0.332,1010
1143,rainy_peak,3635,81,0.478,0.411,918
1144,peak_hour,3602,107,-0.397,0.363,890
1145,normal,3607,98,-0.168,0.366,841
1146,low_traffic,3653,104,-0.091,0.352,941
1147,peak_hour,3657,105,-0.096,0.358,838
1148,cloudy_normal,3631,105,0.193,0.371,926
1149,rainy_normal,3631,85,0.163,0.37,895
1150,normal,3634,117,-0.204,0.319,865
1151,normal,3644,106,0.009,0.344,909
1152,rainy_normal,3614,80,0.508,0.354,940
1153,rainy_normal,3623,85,0.276,0.404,870
1154,normal,3631,95,0.331,0.362,966
1155,peak_hour,3622,105,-0.076,0.395,912
1156,rainy_peak,3642,87,0.279,0.398,899
1157,normal,3602,98,-0.119,0.365,878
1158,low_traffic,3607,104,-0.14,0.374,948
1159,normal,3630,95,0.273,0.398,916
1160,cloudy_normal,3657,103,0.184,0.328,920
1161,normal,3605,106,-0.122,0.333,887
1162,normal,3627,100,-0.131,0.361,904
1163,peak_hour,3617,100,-0.007,0.348,883
1164,normal,3614,104,0.035,0.34,941
1165,rainy_normal,3601,85,0.457,0.393,867
1166,peak_hour,3651,100,0.126,0.342,910
1167,cloudy_normal,3625,100,0.244,0.352,942
1168,cloudy_normal,3619,99,0.198,0.364,928
1169,normal,3611,110,-0.16,0.352,879
1170,low_traffic,3656,103,0.292,0.31,956
1171,low_traffic,3605,120,-0.348,0.326,875
